cell_type,marker,importance
ciliated cell,DNAJC10,114.2618124
ciliated cell,TP53TG1,113.7935813
ciliated cell,CYB5D1,113.6671715
ciliated cell,STPG1,113.4484123
ciliated cell,NDUFB1,113.4336184
ciliated cell,MSH3,113.3926407
ciliated cell,PPP4R3B,112.3679177
ciliated cell,MARCKS,112.1453468
ciliated cell,STYXL1,111.9621588
ciliated cell,STOM,111.8143534
ciliated cell,TCTN2,111.7417359
ciliated cell,PPP1R14C,111.3091343
ciliated cell,ANKRD45,111.2547514
ciliated cell,B3GNT5,111.0659029
ciliated cell,CLGN,111.0362354
ciliated cell,TMBIM6,110.885014
ciliated cell,DNAH1,110.5268124
ciliated cell,WBSCR27,110.5177505
ciliated cell,ACAP1,110.4510909
ciliated cell,MYEF2,110.429869
ciliated cell,FAM47E,110.3827108
ciliated cell,CLHC1,110.0294334
ciliated cell,CCDC80,109.9786465
ciliated cell,MDM1,109.7684495
ciliated cell,C11orf63,109.6338408
ciliated cell,ENO4,109.3263188
ciliated cell,C21orf2,109.1614564
ciliated cell,DAPP1,109.0326256
ciliated cell,CEP41,108.8979946
ciliated cell,TEKT3,108.5093662
ciliated cell,MTRNR2L8,108.2866471
ciliated cell,PPP1R36,108.1426883
ciliated cell,MIPEP,108.0454823
ciliated cell,ODF2,107.9080155
ciliated cell,ALMS1,107.8519711
ciliated cell,HACD4,107.7191133
ciliated cell,GOLGA2P5,107.4453367
ciliated cell,OR7E37P,107.3304716
ciliated cell,DGKH,107.3284179
ciliated cell,FAM161A,107.2301256
ciliated cell,SSBP3,107.2081081
ciliated cell,ABI2,107.1637082
ciliated cell,LRRC18,107.0959511
ciliated cell,AKR1C3,106.8340315
ciliated cell,CROCC,106.0247937
ciliated cell,C11orf49,105.9484261
ciliated cell,IQCH,105.8800548
ciliated cell,FAM179B,105.6638301
ciliated cell,GAS7,105.6460143
ciliated cell,PLA2G16,105.4647452
ciliated cell,BICC1,104.8827764
ciliated cell,CEP19,104.8079896
ciliated cell,GABARAP,104.8069343
ciliated cell,SMAP2,104.4973688
ciliated cell,GLUL,103.9877449
ciliated cell,ZBED5-AS1,102.8803282
ciliated cell,PFDN5,102.7686099
ciliated cell,COLCA1,102.6308906
ciliated cell,PKIB,102.5597257
ciliated cell,TUFM,102.206156
ciliated cell,AGBL4,101.8090746
ciliated cell,ZNF440,101.722313
ciliated cell,AHSA1,101.4724477
ciliated cell,LINC00094,101.0913628
ciliated cell,STX2,100.8569667
ciliated cell,SMYD2,100.6045499
ciliated cell,NBEA,100.4710947
ciliated cell,OXTR,100.4396752
ciliated cell,MUC4,100.2624836
ciliated cell,LPPR3,99.87496643
ciliated cell,CCDC157,99.20593379
ciliated cell,TMEM14B,99.09787274
ciliated cell,GCLM,99.01812915
ciliated cell,ZNF106,98.99006106
ciliated cell,MLLT4,98.81170845
ciliated cell,LRRC74B,98.6076398
ciliated cell,AZIN1-AS1,98.51468006
ciliated cell,LRRC27,98.39397376
ciliated cell,MAPK10,98.28816614
ciliated cell,DERL3,98.24912538
ciliated cell,TRIM2,97.9816384
ciliated cell,CMIP,97.64684425
ciliated cell,CIR1,97.37785697
ciliated cell,WDR35,97.07424372
ciliated cell,KIAA2012,96.58478454
ciliated cell,UBL5,96.37266601
ciliated cell,RCAN3AS,96.36730678
ciliated cell,GSN,95.72934617
ciliated cell,GSTP1,95.58513372
ciliated cell,SMIM19,95.56845857
ciliated cell,WFDC6,95.49050729
ciliated cell,CASC4,95.35712604
ciliated cell,UBE3D,95.16632701
ciliated cell,SYNGAP1,95.14533311
ciliated cell,ZNF664,94.75960125
ciliated cell,CENPBD1P1,94.6937449
ciliated cell,CCDC69,94.54498188
ciliated cell,MAOB,94.35647903
ciliated cell,DYDC1,94.29386075
ciliated cell,PTPRF,94.11894081
ciliated cell,TMEM59,94.11754922
ciliated cell,CFAP61,94.09586509
ciliated cell,KDM1B,93.90969583
ciliated cell,LGALS3,93.8696279
ciliated cell,PLXNB2,93.79421535
ciliated cell,MEIG1,93.38475357
ciliated cell,AGTRAP,93.33375281
ciliated cell,SF3B2,93.07559955
ciliated cell,IRF9,93.01177155
ciliated cell,TCEB2,92.86793935
ciliated cell,APOO,92.80875333
ciliated cell,CNTN5,92.78098906
ciliated cell,RHOU,92.57273808
ciliated cell,IFT80,92.46104614
ciliated cell,MRLN,92.42084686
ciliated cell,C8orf34,92.29317033
ciliated cell,STK36,92.14816728
ciliated cell,C10orf67,92.11056658
ciliated cell,NDUFAB1,92.067922
ciliated cell,RHPN2,92.06604115
ciliated cell,STRBP,91.98742395
ciliated cell,UCKL1-AS1,91.84528527
ciliated cell,NAP1L1,91.7769501
ciliated cell,LOC101060498,91.23721046
ciliated cell,TMC4,90.64612651
ciliated cell,SRD5A2,90.18837661
ciliated cell,CIPC,89.95825166
ciliated cell,SYTL3,89.90793275
ciliated cell,BBS4,89.82316934
ciliated cell,CCDC138,89.74966078
ciliated cell,LRGUK,89.49537923
ciliated cell,DNAJB6,89.49369684
ciliated cell,RBM47,89.38922821
ciliated cell,DNAL4,89.34128084
ciliated cell,ECI2,89.31737954
ciliated cell,WDR13,89.20269152
ciliated cell,SCAMP4,89.18107971
ciliated cell,RRM2B,89.16154024
ciliated cell,MSRB1,89.13360149
ciliated cell,MCAT,89.01248538
ciliated cell,CCDC33,88.98550831
ciliated cell,CRISPLD1,88.89601045
ciliated cell,CEP97,88.77681769
ciliated cell,TMEM123,88.17026456
ciliated cell,C11orf31,88.16975375
ciliated cell,IL7,88.1132952
ciliated cell,FBXL13,87.89803037
ciliated cell,MLXIP,87.79042919
ciliated cell,SCPEP1,87.78107891
ciliated cell,SURF2,87.71444782
ciliated cell,SPATA13,87.61661705
ciliated cell,BCAS3,87.43225119
ciliated cell,KIAA1211L,87.18991602
ciliated cell,ATP9A,87.18029567
ciliated cell,ITGB8,87.11368751
ciliated cell,CNTD1,87.08561859
ciliated cell,SMIM6,86.75334332
ciliated cell,SLAIN2,86.74072945
ciliated cell,TM9SF1,86.70667863
ciliated cell,SCCPDH,86.40377276
ciliated cell,NDUFA1,86.2974765
ciliated cell,CLDN16,86.25669924
ciliated cell,SERTAD4-AS1,86.182457
ciliated cell,ARHGAP32,86.06369232
ciliated cell,UQCR11,85.95033904
ciliated cell,LMLN,85.66379511
ciliated cell,KLHL32,85.26312052
ciliated cell,CCDC60,85.23363631
ciliated cell,ATP5I,85.22547671
ciliated cell,C5orf42,85.1922482
ciliated cell,ZKSCAN1,85.08256572
ciliated cell,MRPL40,84.88321482
ciliated cell,SYT8,84.47587982
ciliated cell,SPTBN1,84.27146409
ciliated cell,CEP162,84.16639008
ciliated cell,NSUN7,84.12783953
ciliated cell,CYGB,84.02757725
ciliated cell,ST6GALNAC2,83.90531758
ciliated cell,LRRC56,83.857494
ciliated cell,ABCA13,83.5311554
ciliated cell,DCDC2,83.52805005
ciliated cell,UBE2H,83.51455756
ciliated cell,DZIP1,83.41986883
ciliated cell,BAIAP2L1,83.41329752
ciliated cell,CHCHD5,83.32847485
ciliated cell,TMEM254,83.26844367
ciliated cell,BBIP1,83.26584693
ciliated cell,DLG5-AS1,83.1649158
ciliated cell,USP2,83.07402199
ciliated cell,CES4A,82.89484712
ciliated cell,CD46,82.80344182
ciliated cell,CD164,82.70125011
ciliated cell,LMNTD1,82.33373933
ciliated cell,CCDC30,82.20553612
ciliated cell,CEP83,82.09189765
ciliated cell,TTC30B,81.96875662
ciliated cell,IGF2BP2,81.86668939
ciliated cell,RPP38,81.8127335
ciliated cell,FAM206A,81.69900159
ciliated cell,IDS,81.49064297
ciliated cell,ARFGEF3,81.47284139
ciliated cell,LOC101928812,81.44838576
ciliated cell,YBX3,81.3222028
ciliated cell,YWHAH,81.24342574
ciliated cell,HDLBP,81.01610293
ciliated cell,HIPK3,80.7787371
ciliated cell,ALCAM,80.74637998
ciliated cell,REC8,80.64917843
ciliated cell,HMGN2,80.5706016
ciliated cell,BBS9,80.5048172
ciliated cell,WDR92,80.48073649
ciliated cell,IFT52,80.39590387
ciliated cell,FAM120A,80.13200932
ciliated cell,KCNH3,80.10220484
ciliated cell,C2orf70,80.09025039
ciliated cell,MAGIX,79.98851503
ciliated cell,SOAT1,79.97733533
ciliated cell,PLXNB1,79.44175582
ciliated cell,PLEKHG7,79.20046475
ciliated cell,RALB,79.14750574
ciliated cell,SEC14L3,78.97987949
ciliated cell,HDGF,78.95683236
ciliated cell,CARS,78.73253487
ciliated cell,NEK5,78.45211156
ciliated cell,MYB,78.32542737
ciliated cell,MYO1E,78.32309468
ciliated cell,CLDN8,78.32073261
ciliated cell,CTBP2,78.30424174
ciliated cell,B2M,78.28316912
ciliated cell,RARRES3,78.26869225
ciliated cell,SEMA3C,78.0019091
ciliated cell,RCAN3,77.98750011
ciliated cell,TAT-AS1,77.95348762
ciliated cell,CRISP2,77.88629984
ciliated cell,GLB1L2,77.78965154
ciliated cell,C9orf72,77.66282571
ciliated cell,ERICH2,77.60421026
ciliated cell,CCDC24,77.49689797
ciliated cell,HMGN5,77.43307479
ciliated cell,TTC21B,77.42194152
ciliated cell,C5AR1,77.39810164
ciliated cell,KATNB1,77.38612611
ciliated cell,DDX17,77.30241534
ciliated cell,LRRC61,77.1054677
ciliated cell,MED25,76.98892772
ciliated cell,ULK4,76.95850637
ciliated cell,EFCAB6,76.76447727
ciliated cell,NDUFA3,76.66194977
ciliated cell,FXYD1,76.4327852
ciliated cell,MRPL53,76.34372832
ciliated cell,CMTM6,76.28978306
ciliated cell,IFT122,76.16502077
ciliated cell,CD4,75.58950177
ciliated cell,TUBGCP2,75.49381438
ciliated cell,FLJ26850,75.29831765
ciliated cell,KIAA0556,75.07456855
ciliated cell,CELSR1,75.03428979
ciliated cell,BCO2,74.99310031
ciliated cell,LRRC37BP1,74.90515495
ciliated cell,CCDC89,74.88107917
ciliated cell,EPPIN,74.77637551
ciliated cell,GLT8D1,74.72227159
ciliated cell,SEC14L1,74.32895929
ciliated cell,SLC35A2,73.71052284
ciliated cell,CCDC184,73.69142527
ciliated cell,ENPP5,73.40374288
ciliated cell,IGF1R,73.38165564
ciliated cell,TTC39C,73.21073903
ciliated cell,TMEM110,73.13632494
ciliated cell,ERICH5,73.00860665
ciliated cell,PLEC,72.97705943
ciliated cell,MUC12,72.89083584
ciliated cell,SPATS1,72.76987305
ciliated cell,TTC9,72.53110899
ciliated cell,DIXDC1,72.48937827
ciliated cell,APH1B,72.45237135
ciliated cell,PCAT19,72.3076368
ciliated cell,CCDC125,72.25676721
ciliated cell,HLA-J,72.22588171
ciliated cell,DDX3Y,72.07732572
ciliated cell,HES2,71.61413436
ciliated cell,IFT20,71.50876544
ciliated cell,PRR13,71.37986911
ciliated cell,PHIP,71.22425401
ciliated cell,NANS,71.09337307
ciliated cell,SIGIRR,70.92757338
ciliated cell,ATP6V1D,70.90878003
ciliated cell,OSBPL3,70.81192032
ciliated cell,LEKR1,70.80673142
ciliated cell,CCDC66,70.79089029
ciliated cell,GALC,70.78301602
ciliated cell,VAMP8,70.75404356
ciliated cell,TMEM154,70.70914046
ciliated cell,TRIM29,70.52432401
ciliated cell,PPP1R7,70.44686187
ciliated cell,EPB41L4B,70.30029685
ciliated cell,SLC22A23,70.22435023
ciliated cell,FANCF,70.02822237
ciliated cell,MGST3,69.70732313
ciliated cell,SRP14,69.643493
ciliated cell,ABHD2,69.55905363
ciliated cell,HSD11B1L,69.55850555
ciliated cell,PLSCR1,69.53080085
ciliated cell,NUDT14,69.44873276
ciliated cell,WDR73,69.40127812
ciliated cell,C4orf3,69.3992912
ciliated cell,VRK3,69.30288995
ciliated cell,HMGB2,69.18540874
ciliated cell,BASP1,69.03447656
ciliated cell,CLTA,68.97636901
ciliated cell,HSP90AB1,68.80027062
ciliated cell,GALNS,68.79798467
ciliated cell,KLHL6,68.69062785
ciliated cell,ANAPC4,68.58506446
ciliated cell,FAM83H-AS1,68.3639346
ciliated cell,MIDN,68.27351879
ciliated cell,GTF2H5,68.20186527
ciliated cell,CHURC1,68.13775273
ciliated cell,ANKRD26,68.04348115
ciliated cell,ABHD11-AS1,68.03012518
ciliated cell,KIAA1841,68.00096489
ciliated cell,ROMO1,67.94380107
ciliated cell,SOX2,67.93419024
ciliated cell,MRPL41,67.88424993
ciliated cell,CFAP20,67.63920591
ciliated cell,ZNF204P,67.58194653
ciliated cell,LMO2,67.49479938
ciliated cell,MEAF6,67.48350854
ciliated cell,SHFM1,67.44415655
ciliated cell,FAM21A,67.35288036
ciliated cell,SUDS3,67.34434667
ciliated cell,DHX40,67.28109631
ciliated cell,KATNAL2,67.13832226
ciliated cell,C5orf15,67.04504352
ciliated cell,CDKN2A,66.90064357
ciliated cell,RB1CC1,66.84205369
ciliated cell,LYRM2,66.8348972
ciliated cell,MFSD6,66.79691975
ciliated cell,GBP3,66.71384952
ciliated cell,STEAP3,66.63288008
ciliated cell,TTLL7,66.39724439
ciliated cell,ADD3,66.35462224
ciliated cell,RRAGD,66.27628019
ciliated cell,INTU,66.27141959
ciliated cell,TP53BP1,66.21788705
ciliated cell,MINOS1,66.07574044
ciliated cell,CECR1,65.85516227
ciliated cell,NEK4,65.81971307
ciliated cell,KLHL13,65.81391129
ciliated cell,LAMC2,65.69559954
ciliated cell,WBSCR22,65.58600332
ciliated cell,ETNK1,65.57455584
ciliated cell,FXYD3,65.4565446
ciliated cell,VDAC3,65.35081493
ciliated cell,MED31,65.29513127
ciliated cell,XPNPEP3,65.27281145
ciliated cell,PDK4,65.20689661
ciliated cell,ANXA1,65.17597822
ciliated cell,CDC14A,65.07922274
ciliated cell,BCL2L1,64.96618107
ciliated cell,NAT1,64.91152445
ciliated cell,ZC2HC1C,64.85969713
ciliated cell,CNIH2,64.83847109
ciliated cell,SATB1,64.79736948
ciliated cell,CMTM4,64.75258869
ciliated cell,DRAM2,64.69872037
ciliated cell,POLD2,64.57128409
ciliated cell,SUN1,64.4160019
ciliated cell,COBL,64.3293062
ciliated cell,DSTN,64.19030637
ciliated cell,SLFN5,64.05026581
ciliated cell,C14orf79,63.91269756
ciliated cell,HSPD1,63.90713493
ciliated cell,CLSTN1,63.76842656
ciliated cell,ETV6,63.64261145
ciliated cell,B3GNT7,63.61965014
ciliated cell,DYNLRB1,63.61710482
ciliated cell,BANF1,63.60485384
ciliated cell,MTF1,63.58559499
ciliated cell,SPG20,63.46227172
ciliated cell,GCLC,63.45552067
ciliated cell,LAP3,63.19045762
ciliated cell,MARCH6,63.186322
ciliated cell,SCARF2,63.11202995
ciliated cell,AMPD3,63.059347
ciliated cell,CHMP2A,62.92180076
ciliated cell,PRR15,62.79511952
ciliated cell,SLC7A2,62.68597008
ciliated cell,PSD3,62.63121335
ciliated cell,LYPLA2,62.61712467
ciliated cell,CLU,62.54176715
ciliated cell,TPRG1L,62.37154573
ciliated cell,CDKN1A,62.37153906
ciliated cell,FOCAD,62.3443912
ciliated cell,PSMB9,62.24690569
ciliated cell,FLNB,62.21500824
ciliated cell,TMEM121,62.15831696
ciliated cell,BCAS1,62.00020259
ciliated cell,TULP3,61.91190223
ciliated cell,ANXA11,61.83675352
ciliated cell,PYCR2,61.54431517
ciliated cell,ANKRD37,61.44563863
ciliated cell,LRRC37A4P,61.41094758
ciliated cell,KIFAP3,61.33830784
ciliated cell,AKR7A2,61.32075104
ciliated cell,RNF32,61.30638133
ciliated cell,CDC16,61.30477851
ciliated cell,SPATA7,61.26363926
ciliated cell,DSP,61.25870697
ciliated cell,MAPK8IP1,61.17310828
ciliated cell,SORBS2,61.12130901
ciliated cell,KANSL1L,61.03344869
ciliated cell,TP53INP1,61.02498149
ciliated cell,GADD45GIP1,60.92990131
ciliated cell,AHNAK2,60.91090964
ciliated cell,NDUFA7,60.8969258
ciliated cell,HIST1H2BD,60.79878368
ciliated cell,TUSC2,60.77550452
ciliated cell,SON,60.72086828
ciliated cell,PLIN3,60.54726702
ciliated cell,FGFR1OP,60.45359191
ciliated cell,CEP164,60.26030558
ciliated cell,PAIP2B,60.08669292
ciliated cell,RPS27L,59.971687
ciliated cell,DTX3,59.931241
ciliated cell,LDLRAD4,59.87762557
ciliated cell,PCNXL4,59.77172143
ciliated cell,EFCAB11,59.75826539
ciliated cell,IQCB1,59.70322469
ciliated cell,ENPP4,59.62677203
ciliated cell,CYP27A1,59.57997705
ciliated cell,LOC101928100,59.55248118
ciliated cell,SLC35A3,59.43304224
ciliated cell,RSPH3,59.30941985
ciliated cell,IQGAP2,59.1015287
ciliated cell,COL21A1,59.05872799
ciliated cell,ABHD11,58.99200096
ciliated cell,ZNF273,58.84952227
ciliated cell,DLGAP1-AS1,58.83246097
ciliated cell,ZC3H6,58.73938547
ciliated cell,PIN1,58.65679079
ciliated cell,MTRNR2L1,58.50093112
ciliated cell,NDUFAF3,58.22484284
ciliated cell,KIAA0232,58.15808512
ciliated cell,C1orf168,58.12117226
ciliated cell,APITD1,58.10637966
ciliated cell,LINC00467,58.0801431
ciliated cell,NCS1,58.0037957
ciliated cell,ANXA4,57.95995083
ciliated cell,GNA11,57.92675643
ciliated cell,GOLM1,57.860829
ciliated cell,ESPN,57.71732365
ciliated cell,BEST4,57.68488979
ciliated cell,PDIA4,57.61149762
ciliated cell,IRX3,57.5575055
ciliated cell,SCAND1,57.55090128
ciliated cell,BBS5,57.4648432
ciliated cell,MAP4K4,57.46166273
ciliated cell,RUNDC1,57.41185897
ciliated cell,ADCK4,57.3954791
ciliated cell,ARL6,57.37086096
ciliated cell,DFNB31,57.30556709
ciliated cell,ACKR4,57.26571893
ciliated cell,UGCG,57.1897422
ciliated cell,GLYR1,57.10216599
ciliated cell,TACC2,57.09396311
ciliated cell,GPC3,57.09237495
ciliated cell,MGMT,57.04842037
ciliated cell,CCDC64B,57.04383053
ciliated cell,RRAGA,57.01160034
ciliated cell,HSPA8,56.86332853
ciliated cell,STAM2,56.84592269
ciliated cell,PLCH1,56.81994925
ciliated cell,CRLF1,56.74550275
ciliated cell,SYAP1,56.73478122
ciliated cell,PPID,56.38987753
ciliated cell,MRPL57,56.37298185
ciliated cell,CES2,56.24841832
ciliated cell,VPS13C,56.24204286
ciliated cell,ARL13B,56.18438611
ciliated cell,EVI5,56.13061538
ciliated cell,USP43,56.12636328
ciliated cell,HIPK2,55.98003617
ciliated cell,CRY2,55.96723954
ciliated cell,KRT80,55.73711939
ciliated cell,POFUT2,55.62516933
ciliated cell,CHCHD2,55.60339535
ciliated cell,EHBP1L1,55.59760385
ciliated cell,SERF2,55.52749991
ciliated cell,SYTL2,55.40855141
ciliated cell,CDKL1,55.14571471
ciliated cell,MORF4L1,55.01188246
ciliated cell,LY75,54.81548757
ciliated cell,COX7A2,54.74403224
ciliated cell,ADSSL1,54.66209301
ciliated cell,EFHD2,54.61548387
ciliated cell,KIF2A,54.60881345
ciliated cell,SFXN3,54.56909812
ciliated cell,ATP5E,54.54255726
ciliated cell,ELF3,54.51881873
ciliated cell,HECTD1,54.32076601
ciliated cell,PEX6,54.15059483
ciliated cell,CSTB,54.14810379
ciliated cell,CKLF,53.97839155
ciliated cell,ARL4A,53.86204626
ciliated cell,ERBB4,53.84883349
ciliated cell,HINT1,53.81364473
ciliated cell,LOC101927811,53.76798776
ciliated cell,DICER1-AS1,53.7422509
ciliated cell,DPM3,53.6020595
ciliated cell,C12orf10,53.56740605
ciliated cell,SHANK2,53.43349682
ciliated cell,TMEM131,53.35634325
ciliated cell,MTSS1L,53.33534251
ciliated cell,TLCD2,53.1882274
ciliated cell,NSMCE1,53.13593817
ciliated cell,PQLC1,53.07535185
ciliated cell,SIX1,53.03945275
ciliated cell,DNAAF5,53.02062643
ciliated cell,C11orf53,53.0002088
ciliated cell,UGDH,52.94890851
ciliated cell,GFOD2,52.94321834
ciliated cell,PNMA2,52.94192086
ciliated cell,ANG,52.92578801
ciliated cell,RAB11FIP1,52.91242793
ciliated cell,TRAK1,52.89213491
ciliated cell,DMD,52.88390299
ciliated cell,WWC1,52.8085567
ciliated cell,USP51,52.68391759
ciliated cell,LIMS1,52.65730527
ciliated cell,TMED10,52.6364776
ciliated cell,SKP1,52.62582881
ciliated cell,MTRNR2L2,52.57208965
ciliated cell,PLEKHS1,52.50543053
ciliated cell,HIST1H1C,52.49635603
ciliated cell,MYH14,52.49594063
ciliated cell,SNAPC1,52.48082854
ciliated cell,TTC5,52.42877479
ciliated cell,SYS1,52.39899818
ciliated cell,IL13RA1,52.35732648
ciliated cell,PSCA,52.33935205
ciliated cell,C6orf132,52.19179191
ciliated cell,DNAJC16,52.14518788
ciliated cell,TTLL5,51.95210511
ciliated cell,INHBB,51.91824804
ciliated cell,PRRT3,51.91660871
ciliated cell,AGR2,51.91587336
ciliated cell,LENG8,51.8675227
ciliated cell,PPAPDC1B,51.83312248
ciliated cell,ST5,51.82736645
ciliated cell,CHMP5,51.82562986
ciliated cell,SIVA1,51.69805605
ciliated cell,BBS1,51.61116038
ciliated cell,ZNF3,51.57502064
ciliated cell,OAS2,51.46747775
ciliated cell,SLC16A5,51.4391775
ciliated cell,NDUFC1,51.40488286
ciliated cell,NBR1,51.39086927
ciliated cell,DNAJA1,51.37463873
ciliated cell,COLCA2,51.19302793
ciliated cell,PKN1,51.15071775
ciliated cell,AES,51.00205067
ciliated cell,SCAF11,50.90687038
ciliated cell,ST6GALNAC1,50.84611805
ciliated cell,PDCD6,50.58084506
ciliated cell,SEPT9,50.54043496
ciliated cell,GFPT1,50.2801682
ciliated cell,SYTL1,50.27332353
ciliated cell,CHCHD6,50.22403218
ciliated cell,HSPE1,50.10555393
ciliated cell,MRPS21,50.07857571
ciliated cell,SLC25A14,50.01987482
ciliated cell,TSPYL4,50.00258248
ciliated cell,ALKBH5,49.98776305
ciliated cell,COX6A1,49.93271522
ciliated cell,SAP18,49.91108625
ciliated cell,TRIM56,49.90542722
ciliated cell,MKS1,49.83425741
ciliated cell,GLIS3,49.57117513
ciliated cell,WDTC1,49.51818411
ciliated cell,VEZF1,49.44250327
ciliated cell,SEPW1,49.36510506
ciliated cell,LRBA,49.27804373
ciliated cell,FAM184A,49.2123223
ciliated cell,SPATS2L,49.16382879
ciliated cell,NUDT7,49.10849126
ciliated cell,WARS,49.02858434
ciliated cell,TMEM258,49.01207099
ciliated cell,EPPK1,48.96167029
ciliated cell,ASL,48.95960162
ciliated cell,GOLGB1,48.92931907
ciliated cell,CDKN2D,48.88618
ciliated cell,ATP6AP1,48.83412548
ciliated cell,APBB1,48.80554275
ciliated cell,CAMSAP1,48.71391675
ciliated cell,ZNF33A,48.57988801
ciliated cell,EIF4G3,48.55577244
ciliated cell,GABPB1-AS1,48.4099116
ciliated cell,IDH2,48.31704869
ciliated cell,CCDC82,48.0325435
ciliated cell,SPAG7,48.03193542
ciliated cell,ALG1L,47.94106459
ciliated cell,ICMT,47.85392242
ciliated cell,ANXA2,47.77849084
ciliated cell,SPPL2B,47.7263647
ciliated cell,EHF,47.70755214
ciliated cell,WLS,47.70462514
ciliated cell,PKD2,47.65823714
ciliated cell,COA3,47.3995577
ciliated cell,SNHG10,47.36777456
ciliated cell,RARRES1,47.15223492
ciliated cell,TM9SF2,47.1354277
